,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,X9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,X2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,X16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,X9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,X17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,X17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,X2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
VF0447,0,0,0,8.99E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44E-06,0,0,0,0,0,0,0,0
VF0478,0,0,0,2.70E-05,0,0.000435206,0,3.93E-05,0,0.000111585,0.000143716,9.76E-05,0.000659766,0,5.15E-05,0,1.88E-05,0.000247066,0,0,6.47E-05,3.55E-05,0,0,6.93E-05,6.69E-05,1.77E-05,0,0.000397535,0,0,0.00029592,0.000153521,0,8.54E-05,0,0,1.42E-05,0,0,0,2.50E-06,0.000153848,0.000409668,9.01E-05,0,2.06E-05,0,0,4.30E-05,1.89E-05,0.000134306,0.00111142,1.26E-05,8.39E-05,3.86E-06,0.001652893,0,0,0,0.001007388,0,3.10E-06,0,0,0,0,2.49E-05,7.28E-05,0,0.000176986,6.22E-06,1.62E-05,0.000281196,0,0,0.000103022,7.73E-06,0.000478405,1.70E-05,0,3.52E-05,1.32E-05,0.00029442,6.24E-05,2.32E-06,3.07E-05,0,0.000617856,0,0.000147039,9.94E-06,2.83E-05,0,0.000250868,0.000254001,3.30E-05,0,1.04E-05,2.93E-05,0.002020785,3.81E-06,4.17E-05,0.000260493,0.000832293,0,0.000352855,9.29E-06,0,0,0,9.42E-05,0.000458243,0,0,0,3.57E-05,0.000364458,2.72E-05,0,0,3.25E-05,0,9.02E-06,0.000124063,0,0,0,0,7.87E-06,0,0.000186579,0.000229709,6.17E-05,2.99E-05,0.001998002,0,0.000279408,0.000104216,0,1.18E-05,6.56E-06,0.00059312,7.71E-05,1.90E-05,3.80E-05,0.000539824
VF0087,0,0,0,8.99E-06,3.52E-05,0,0,7.87E-06,2.68E-06,3.35E-05,0,0,0,0,0,0.000750751,6.57E-05,0,0,0,0,0,8.70E-06,4.33E-06,3.08E-05,6.32E-05,3.77E-05,1.65E-05,0,0,1.11E-05,0,3.84E-05,0,0,6.88E-06,1.65E-05,2.83E-05,0,7.18E-06,0,5.01E-06,1.83E-05,0,0,0,0,0,0,7.82E-06,0,4.63E-06,0,8.37E-06,0,3.47E-05,0,0,0,0,0,1.25E-05,0,0,8.69E-06,0,0,0,3.64E-05,0,0.000108158,6.22E-06,0,7.67E-05,9.52E-06,0,3.43E-05,2.32E-05,0.000133326,3.79E-06,0,0,0,5.00E-05,0.000260892,0,0,0,0,2.24E-05,0.000123513,9.94E-06,0,0,0.000135083,0,4.40E-05,0,0,0,0,0,3.80E-06,6.51E-05,0,0,0,2.79E-05,2.20E-05,0,0.000175293,0.00018849,0,0,0,0,0,7.29E-05,0,0,1.87E-05,0,1.51E-05,0,1.77E-05,0,0,7.78E-05,0,4.72E-05,0,0.000279868,7.66E-05,1.76E-05,1.50E-05,0,1.16E-05,0.000279408,0,0,5.90E-06,0,1.80E-05,6.50E-05,1.52E-05,2.53E-05,0
VF0462,0,0,0,8.99E-06,0,2.07E-05,0,0,0,0.000111585,0,0,3.41E-05,0,0,0,0,0,0,0,8.09E-06,0,0,0,3.85E-05,0,0,0,0,0,0,0,0,0,0,0,2.20E-05,0,0,0,0,0,0,0.000307251,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06E-05,0,0,0,0,0,0,0,0,0,1.99E-05,0,0,0,0,4.86E-05,8.52E-06,0,0,0.000206044,0,0.000117641,0,0,8.79E-06,0,4.44E-05,0,0,0,0,0,0,0,0,0,1.70E-05,0,0,0,0,0,0,0,0,0,0.000162808,0,0,7.63E-05,0,0,0,0,6.28E-05,0,0,0,0,0,0,0,0,0,0,0,4.51E-06,0,0,0,0,0,7.87E-06,0,0,0,1.76E-05,0,0,0,0,2.98E-05,5.43E-05,5.90E-06,0,0.000125813,4.06E-06,3.80E-06,0,0
VF0458,0,0,0,8.99E-06,7.05E-05,0.000290137,0,2.75E-05,0,7.81E-05,0.000119763,0.000122002,0.000182004,0,0,0,0,0,0,0,8.09E-06,3.55E-05,8.70E-06,0,0.000146263,2.23E-05,2.22E-06,0,0.000397535,3.21E-06,0,3.29E-05,0,0,0,0,5.49E-06,0,0,0,0.000151423,2.50E-06,4.69E-05,0.000204834,4.00E-05,0,8.24E-06,2.94E-05,0,2.74E-05,9.44E-05,3.70E-05,0,2.09E-06,5.25E-05,7.71E-06,0,0,0,0,0.000111932,0,3.10E-06,0,0,0,0,1.49E-05,1.82E-05,3.79E-06,9.83E-06,0,3.24E-05,2.56E-05,0,0,0,6.96E-05,0.000125483,4.73E-06,0.00034459,2.64E-05,4.40E-06,5.56E-05,7.37E-05,0,3.07E-05,0,0,2.80E-06,2.94E-05,0,4.24E-05,0,0.000115785,0,1.10E-05,9.78E-06,0,0,0,0,2.28E-05,0.000162808,0,0,0,1.86E-05,0,0,8.76E-05,9.42E-05,0,0,0,0,0,0.000145783,6.80E-06,0,0,4.64E-06,0,0,0,0,1.26E-05,0,0,2.36E-05,0,6.22E-05,0,6.17E-05,0,0,0,0,1.49E-05,0,1.18E-05,0,8.99E-05,3.25E-05,7.60E-06,0,0.000147225
VF0651,0,0,0,0,7.05E-05,0,0,0,0,1.12E-05,0,0,3.41E-05,0,0,0.000750751,0,0,0,0,3.24E-05,0,0,0,0,3.71E-06,0,0,0,0,0,2.19E-05,7.68E-05,0,6.57E-06,0,1.65E-05,0,0,0,0,1.00E-05,0,0.000409668,6.01E-05,0,0,0,0,0,0,4.63E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22E-06,0,6.82E-05,0,0,0,0,0.000266652,0,0,0,0,0,0,0,3.07E-05,0,0,0,5.88E-05,0,0,0,0,0.000508001,2.20E-05,0,0,0,0,0,0,0,0,2.85E-05,6.68E-05,0,0,0,0,0,0,0,0.00304414,0,0,0,0,0,0,0,0,0,0,6.12E-06,0,0,0.000248694,7.87E-06,0,0,0,8.82E-06,0,0,0,0,0,4.65E-05,0,0,4.49E-05,4.06E-06,0,0,0
VF1191,0,0,0,0,0.000140969,6.22E-05,0,0,0,4.46E-05,0,7.32E-05,2.28E-05,0,0.000154357,0,0,0,0,0,8.09E-05,0,0,0,1.54E-05,1.11E-05,4.43E-06,0,0,6.43E-06,0,0,0.000211092,0,0,0,0,5.67E-05,0,0,0,0,0,0.000512085,0,0.003169572,0,6.53E-06,0,0,0,6.48E-05,0,1.88E-05,2.10E-05,0,0,0,0,0,0.000223864,0,6.21E-06,2.23E-05,0,0,0,0,0,0,8.85E-05,4.36E-05,3.24E-05,0.000400491,0,0,0,1.55E-05,6.27E-05,0,0,0,0,6.11E-05,0,0,0,0,0,0,0,0,2.12E-05,2.54E-05,0,0,0,0,0,0,0,0,3.80E-06,0,0.000416146,2.85E-05,0,0,0,0,4.38E-05,0,0.000229121,0,0,0,0,0,6.80E-06,0,0,9.29E-06,7.53E-06,0,0.00010634,0,0,0,0.000497389,0,0,0,0.000306279,7.06E-05,0,0,0,0,2.98E-05,0,1.18E-05,0,0,2.03E-05,0,0,0
VF1339,0,0,0,0,3.52E-05,0.000932585,0,3.93E-06,0,0,2.40E-05,0.000268404,2.28E-05,0,0,0,0,0,0,0,8.09E-06,0,0,0,2.31E-05,1.86E-05,0,0,0,0,0,0,0.000268662,0,6.57E-06,2.06E-05,5.49E-06,0,4.66E-06,0,0.000151423,7.51E-06,3.65E-05,0.000102417,3.00E-05,0,1.24E-05,0,0,0,0,3.70E-05,0.00111142,0,3.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10E-05,6.82E-05,0,0,0.000137363,1.55E-05,0.000109798,0,0,0,0,0.00029442,3.97E-05,0,0,0,0,0,1.18E-05,0,4.24E-05,0,0.000154381,0,0,3.26E-05,0,9.77E-06,0,0,0,0,0,1.43E-05,0,0,1.76E-05,0,4.38E-05,0,0,0,0,0,0,0,0,0,0,0,7.53E-06,0,8.86E-05,4.90E-05,0,0,0,1.57E-05,0,6.22E-05,0,0,0.000104662,0.005994006,2.32E-05,0.000279408,8.93E-05,3.10E-05,0,0,0.000224667,4.06E-06,0,0,0
VF0189,0,0,0,0,0.000105727,0,0,0,0,1.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49E-05,0,0,0,0,1.11E-05,0,0.000211092,0,0,0,0,2.83E-05,0,0,0,7.51E-06,6.00E-05,0,7.01E-05,0,0,0,0,7.82E-06,3.78E-05,1.85E-05,0,2.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46E-05,0,9.83E-06,0,1.62E-05,0.000110774,0,0,0,7.73E-06,0.000141169,0,0,0,0,0,1.13E-05,0,0,0,0,0,3.53E-05,0,1.41E-05,0.000110248,0,0,0,0,0,9.77E-06,0,0,7.59E-06,0,0,2.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68E-05,0,0,0,0,8.12E-06,3.80E-06,0,0
VF0057,0,0,0,0,3.52E-05,0.000290137,0,0,0,0,0,0,2.28E-05,0,0,0,0,0,0,0,0,0,0,0,2.31E-05,3.71E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22E-06,0,6.01E-05,0,0,0,0,0,5.66E-05,1.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49E-05,0,0,0,0,0,0,0,0,0,0,1.57E-05,0,0,0,8.80E-06,0,0,0,0,0,0,0,5.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28E-05,0,0,0,0,8.92E-06,0.000145783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186579,0,0,5.98E-05,0,0,0,0,1.55E-05,0,0,0,0,0,0,0
VF1341,0,0,0,0,0.000105727,0.00116055,0,1.18E-05,0,6.14E-05,0,0,0.000125128,0,8.58E-06,0,0,0,0,0,0,0,0,8.67E-06,6.16E-05,0,0,0,0,0,0,3.29E-05,0.000249472,0,6.57E-06,0,5.49E-06,0,0,0,0,0,6.00E-05,0,3.00E-05,0,0,2.61E-05,0,2.34E-05,5.66E-05,5.56E-05,0,0,0,0,0,0,0,0,0.000335796,6.24E-06,0,4.46E-05,0,0,0,0,6.06E-06,0,0,0,0.00017819,1.70E-05,0,0,6.87E-05,7.73E-06,1.57E-05,0,0.00103377,0,1.32E-05,0.000422187,0,0,0,0,0,0,0,0,5.65E-05,0,1.93E-05,0.000508001,1.10E-05,0,0,0,0,0,0,0.000130246,0.001664586,2.85E-05,0,0,3.97E-05,0,2.19E-05,6.28E-05,0.000687364,0,0.00304414,0,0,0.000145783,0,0,0,0,0,4.51E-06,0,7.35E-05,0,0,0,7.87E-06,0,3.11E-05,0.000306279,0,0,0,1.16E-05,0,5.96E-05,0,1.77E-05,0,1.80E-05,2.84E-05,0,0,0
VF0401,0,0,0,0,7.05E-05,0,0,0,2.68E-06,3.35E-05,0.000287432,2.44E-05,0,1.14E-05,3.43E-05,0,1.88E-05,0,0,0,4.85E-05,7.10E-05,0.000243654,4.33E-06,8.47E-05,1.11E-05,1.11E-05,0,0,0,0,2.19E-05,0.000633276,0,0,0,0,0,2.33E-06,0,0,5.01E-06,7.82E-06,0.000102417,7.01E-05,0,4.12E-06,0,0,3.52E-05,1.89E-05,6.02E-05,0,8.37E-06,0,3.86E-06,0,3.03E-05,3.52E-05,0.000100934,0,0,3.10E-06,0,0,0,0,4.97E-06,0.000103065,0,0,0,0,0.000298238,4.76E-06,1.28E-05,0,0,0.000235281,9.46E-06,0,0,8.80E-06,4.44E-05,4.54E-05,2.32E-06,0,0,0,0,0,0,4.24E-05,0,3.86E-05,0,1.10E-05,0,0,0,0,7.62E-06,3.80E-06,0.000553548,0.001664586,9.98E-05,0,0,0,0,0,0,0,0,0,0,1.78E-05,0.000218675,0,0,0,6.04E-05,0,0,0,0,3.79E-05,0,0.000497389,2.36E-05,0,0,0,0,1.50E-05,0,2.32E-05,0,5.21E-05,2.33E-05,5.90E-06,0,0.00037744,2.03E-05,0,0,0
VF0491,0,0,0,0,3.52E-05,2.07E-05,0,0,0,0,0,0,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53E-06,0,0,1.89E-05,9.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458243,0,0,0,0,0,0,0,0,0,0,0,7.09E-05,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,5.21E-05,0,0,0,0,0,0,0,0
VF0330,0,0,0,0,3.52E-05,0,0,0,0,4.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44E-06,0,0,0,0,0,0,0,0
VF0398,0,0,0,0,3.52E-05,0.001243446,0,3.93E-06,0,7.25E-05,0,0,2.28E-05,0,7.72E-05,0,0,0,0,0,3.24E-05,0,0,0,0.000115471,1.49E-05,0,0,0,0,0,0,7.68E-05,0.002949853,0,0,0,0,0,2.15E-05,0.00045427,0,5.22E-06,0.000102417,4.00E-05,0,8.24E-06,3.27E-06,0,7.82E-06,5.66E-05,4.63E-06,0,0,0,0,0,3.03E-05,0,0,0.000447728,1.25E-05,0,0,0,0,0,0,1.82E-05,0,9.83E-06,1.24E-05,3.24E-05,0,0,0,0,7.73E-06,1.57E-05,0,0,0,0,0.000538844,4.54E-05,0,0,0,0,0,5.88E-05,0,0.000148351,0,0,0,0,0,0,9.77E-06,0,3.81E-06,0,0,0,0,0,0,3.53E-05,0,6.57E-05,0,0,6.67E-06,0,0,0,0,2.04E-05,0.001918772,0,0,0,1.35E-05,7.09E-05,5.51E-05,6.32E-05,0,0,7.87E-06,0,0,0.000306279,0,0,0,1.16E-05,0,0,0,0,0,4.49E-05,2.44E-05,0,0,9.81E-05
VF0036,0,0,0,0,3.52E-05,6.22E-05,1.53E-05,7.87E-06,0,0,0,2.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-05,0,0,0,0,0,0,7.67E-05,0.000230282,0,2.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.96E-05,0,0,0,2.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-05,0,3.41E-05,0,0,0,0,0.000109798,0,0,0,0,0,2.84E-05,0,6.15E-05,0,0,0,0,0,4.24E-05,2.54E-05,0,0,0,0,0,0,0,0,0,0.000162808,0,0,0,0,0,0,0,0,0,0,0,0,3.57E-05,0,0,0,9.34E-06,0,0,0,0,0,0,0,0,0,0.000128642,0,0.000153139,3.53E-05,0,0,0,0,1.49E-05,0,0,0,8.99E-05,0,0,0,0
VF1340,0,0,0,0,0,0.000373034,0,3.93E-06,0,1.67E-05,7.19E-05,0.000146402,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.86E-05,0,0,0,0,0,0,0,0,0,0,1.10E-05,0,0,0,0.000151423,0,2.61E-06,0.000102417,6.01E-05,0,0,6.53E-06,0,0,0,4.63E-06,0,0,0,0,0,0,0,0,0,6.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87E-05,1.55E-05,0.000109798,0,0,0,0,0.000161098,2.27E-05,0,3.07E-05,0,0,0,0,0,9.89E-05,8.48E-06,1.93E-05,0,0,0,0,0,0,0,0,6.51E-05,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.51E-06,0,0,1.26E-05,0,0,1.57E-05,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,8.09E-05,0,0,0,0
VF0269,0,0,0,0,0,0.000165793,0,3.93E-06,0,4.46E-05,0,0,0.000364009,0,0,0,0,0,0,0,6.47E-05,0,0,0,4.62E-05,5.20E-05,2.22E-06,0,0.000198768,0,0,2.19E-05,0.000115141,0,6.57E-05,0,0,0,0,0,0.000151423,5.01E-06,1.04E-05,0,0,0,8.24E-06,3.27E-06,0,1.56E-05,0.000207708,2.78E-05,0,8.37E-06,1.05E-05,7.71E-06,0,0,2.64E-05,0,0,0,0,0,3.48E-05,0,0,0,5.46E-05,0,0.000137656,1.24E-05,9.72E-05,0.000102253,0,0,0,1.55E-05,0.000329394,0,0,7.92E-05,4.40E-06,0.000149988,1.70E-05,0,0,0.00029163,0,0,1.00E-04,4.97E-06,0,4.24E-05,0,0,1.10E-05,6.52E-06,0,9.77E-06,0,0,7.59E-06,0.00019537,0,0.000114023,4.77E-05,0,0,0,0,6.28E-05,0.000229121,0,0,0,8.92E-06,0.000728916,0,0.000959386,1.87E-05,0,0,4.51E-06,0,5.51E-05,0,0,0,1.57E-05,0,9.33E-05,0,6.17E-05,0,0,0,0,2.98E-05,0,0,1.97E-05,0,7.31E-05,1.14E-05,0,0
VF0167,0,0,0,0,0,0.000124345,0,7.87E-06,0,0,0.000239527,0,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,5.39E-05,3.71E-06,0,0,0,0,1.11E-05,0,0.000211092,0,0,0,0,0,0,0,0.000302847,2.50E-06,2.61E-06,0,2.00E-05,0,0,0,0,3.91E-06,0,2.32E-05,0,0,0,0,0,6.06E-05,0,0,0,0,0,6.69E-05,0,0,0,9.95E-06,4.85E-05,0,9.83E-06,1.24E-05,0,2.56E-05,0,3.19E-06,0,0,0.00020391,0,0,0,1.32E-05,0,3.97E-05,0,0,0,0,0,1.76E-05,0,4.24E-05,0,0,0,0,0,0,0,0,0,0,9.77E-05,0,0,0,0,0,0,0.000109558,3.14E-05,0.000229121,0,0,0,8.92E-06,7.29E-05,0,0.000959386,0,0,0,0,3.54E-05,3.06E-05,3.79E-05,0,0,0,0,0,0,2.65E-05,4.49E-05,0,0,0,1.49E-05,6.20E-05,2.36E-05,0,0,2.44E-05,0,0,0
VF0412,0,0,0,0,0,2.07E-05,0,0,0,6.70E-05,0,0,1.14E-05,0,0,0,0,0,0,0,2.43E-05,0,0,0,0,7.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0,0,6.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000111932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-05,0,0,0,0,4.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153139,0,0,0,0,0,0,0,0,0,0,4.06E-06,0,0,0
VF0093,0,0,0,0,0,0.000145069,0,0,0,0,7.19E-05,0,4.55E-05,0,0,0,0,0,3.85E-05,3.83E-06,4.85E-05,0,0,0,7.70E-06,0,2.22E-06,0,0,0,0,1.10E-05,0,0,0,0,0,0,0,0,0,0,1.56E-05,0.000204834,0,0,0,0,0,1.95E-05,5.66E-05,0,0,4.19E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21E-05,0,0,0,0,0.000536828,0,0,0,0,7.84E-06,9.46E-07,0,0,0,7.78E-05,3.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-06,0,0,0,0,0,9.77E-05,0,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0.000364458,0,0,0,0,0,0,3.54E-05,0,0,0,0,0,0,0,0,1.76E-05,0,0,0,0,2.23E-05,0,5.90E-06,0,0,8.12E-06,0,0,0
VF0492,0,0,0,0,0,0.000103621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E-06,0,0
VF0502,0,0,0,0,0,6.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000478528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VF0619,0,0,0,0,0,8.29E-05,0,7.87E-06,0,1.12E-05,2.40E-05,0,1.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64E-05,0,1.97E-05,0,0,0,0,0,0,0,0.000109798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94E-05,0,0,0,0,0,0,0,0,0,3.26E-05,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VF0234,0,0,0,0,0,2.07E-05,0,0,0,0,0,0,1.14E-05,0,6.00E-05,0,0,0,0,0,3.24E-05,0,0,0,0,1.86E-05,2.22E-06,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,0,0.000512085,8.01E-05,0,0,0,0,0,0,0,0,2.09E-06,1.05E-05,0,0,0,3.52E-05,0,0,0,0,0,0,0,0,0,0,3.79E-06,0,0,0,0,0,0,0,0,8.63E-05,0,0,0,0,0,3.40E-05,0,0,0,0,0,1.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001664586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54E-05,0,0,0,0,0,0,6.22E-05,0,0,0,0,0,0,0,0,0,0,0,1.62E-05,0,0,0
